"Name","Rank","Number of Births"
"Jack","1","935"
"Sean","2","827"
"Daniel","3","792"
"James","4","746"
"Conor","5","726"
"Ryan","6","669"
"Adam","7","581"
"Alex","8","551"
"Luke","9","519"
"Dylan","10","491"
"Jamie","11","468"
"Michael","12","463"
"Aaron","13","439"
"Cian","14","424"
"Liam","15","412"
"Darragh","16","409"
"Oisin","17","401"
"Patrick","18","387"
"Charlie","19","376"
"Harry","20","364"
"Cillian","21","351"
"Thomas","22","347"
"Matthew","23","344"
"John","24","343"
"David","25","332"
"Noah","26","315"
"Evan","27","314"
"Ben","28","305"
"Eoin","29","299"
"Jake","30","297"
"Nathan","30","297"
"Callum","32","293"
"Shane","33","277"
"Ethan","34","272"
"Fionn","35","265"
"Joshua","36","259"
"Kyle","37","232"
"Joseph","38","227"
"Samuel","38","227"
"Tadhg","40","221"
"Sam","41","210"
"Cathal","42","202"
"Robert","43","198"
"Mark","44","195"
"Jayden","45","193"
"Finn","46","191"
"William","47","190"
"Aidan","48","187"
"Max","48","187"
"Ronan","50","180"
"Alexander","51","177"
"Oliver","52","172"
"Ciaran","53","166"
"Rian","54","161"
"Eoghan","55","160"
"Rory","56","155"
"Leon","57","154"
"Andrew","58","139"
"Cormac","58","139"
"Jakub","60","136"
"Oscar","61","135"
"Killian","62","127"
"Tom","62","127"
"Bobby","62","127"
"Benjamin","65","126"
"Rhys","65","126"
"Kevin","67","120"
"Alan","68","117"
"Christopher","69","116"
"Josh","69","116"
"Filip","71","113"
"Scott","72","109"
"Dara","72","109"
"Senan","74","103"
"Jason","75","100"
"Jacob","75","100"
"Odhran","75","100"
"Oran","78","99"
"Lucas","78","99"
"Tyler","78","99"
"Shay","78","99"
"Brian","82","98"
"Lee","82","98"
"Peter","84","96"
"Martin","85","95"
"Anthony","86","92"
"Tomas","86","92"
"Stephen","88","91"
"Ruairi","88","91"
"Paul","90","89"
"Niall","91","84"
"Sebastian","92","81"
"Daithi","93","79"
"Calum","94","78"
"Leo","94","78"
"Patryk","96","76"
"Cameron","97","75"
"Lorcan","97","75"
"Alfie","99","74"
"Edward","100","73"
"Daire","100","73"
"Donnacha","102","72"
"Dominik","103","71"
"Padraig","104","70"
"Dean","105","69"
"Ross","105","69"
"Zach","105","69"
"Kacper","105","69"
"Mateusz","109","68"
"Diarmuid","110","67"
"Charles","110","67"
"Adrian","110","67"
"Isaac","113","66"
"Christian","114","63"
"Brandon","114","63"
"Reece","114","63"
"Jonathan","114","63"
"Tristan","114","63"
"Danny","114","63"
"Gavin","120","62"
"Szymon","120","62"
"Richard","122","61"
"Owen","122","61"
"Billy","122","61"
"Gabriel","122","61"
"Kian","126","60"
"Hugh","126","60"
"Louis","128","59"
"Darren","128","59"
"Tiernan","128","59"
"Mason","128","59"
"Eric","132","58"
"Joe","132","58"
"Cody","132","58"
"Corey","135","57"
"Calvin","135","57"
"Connor","137","56"
"Dawid","137","56"
"George","139","55"
"Jan","139","55"
"Logan","141","53"
"Kieran","142","52"
"Henry","142","52"
"Colin","144","51"
"Zack","145","50"
"Hugo","145","50"
"Luca","147","49"
"Oskar","147","49"
"Kai","147","49"
"Marcel","150","48"
"Wiktor","150","48"
"Colm","152","47"
"Philip","152","47"
"Brendan","154","46"
"Muhammad","154","46"
"Micheal","156","45"
"Nicholas","156","45"
"Jay","156","45"
"Daragh","159","44"
"Keelan","160","43"
"Tommy","160","43"
"Lewis","160","43"
"Tadgh","163","42"
"Riley","163","42"
"Paddy","165","41"
"Eanna","165","41"
"Reuben","165","41"
"Michal","165","41"
"Conall","169","40"
"Aleksander","169","40"
"Craig","171","39"
"Gearoid","171","39"
"Ewan","171","39"
"Simon","174","37"
"Seamus","174","37"
"Morgan","174","37"
"Kayden","174","37"
"Denis","178","36"
"Marcus","178","36"
"Arthur","178","36"
"Antoni","178","36"
"Maksymilian","178","36"
"Justin","183","35"
"Timothy","183","35"
"Donal","183","35"
"Caleb","186","34"
"Hayden","186","34"
"Nicolas","186","34"
"Declan","189","33"
"Mikolaj","189","33"
"Lukas","189","33"
"Jude","192","32"
"Zachary","192","32"
"Bartosz","192","32"
"Nikodem","192","32"
"Eli","192","32"
"Lennon","197","31"
"Emmanuel","197","31"
"Rowan","197","31"
"Oliwier","200","30"
"Caolan","201","29"
"Bradley","201","29"
"Riain","201","29"
"Theo","201","29"
"Austin","201","29"
"Maximilian","201","29"
"Ollie","201","29"
"Aiden","201","29"
"Piotr","201","29"
"Cayden","201","29"
"Elliot","211","28"
"Kajus","211","28"
"Franciszek","211","28"
"Gerard","214","27"
"Dillon","214","27"
"Blake","216","26"
"Zac","216","26"
"Harrison","216","26"
"Julian","216","26"
"Karl","220","25"
"Steven","220","25"
"Donncha","220","25"
"Neil","220","25"
"Tony","220","25"
"Dominic","220","25"
"Frank","220","25"
"Brody","220","25"
"Wojciech","220","25"
"Taylor","229","24"
"Emmet","229","24"
"Donagh","229","24"
"Mohammed","229","24"
"Tomasz","229","24"
"Marc","234","23"
"Francis","234","23"
"Elijah","234","23"
"Igor","234","23"
"Donnchadh","234","23"
"Ruben","234","23"
"Archie","234","23"
"Keith","241","22"
"Bryan","241","22"
"Fiachra","241","22"
"Vincent","241","22"
"Shea","241","22"
"Kamil","241","22"
"Aodhan","241","22"
"Jonah","241","22"
"Matas","241","22"
"Ahmed","241","22"
"Nathaniel","241","22"
"Joey","252","21"
"Olivier","252","21"
"Ali","252","21"
"Will","252","21"
"Robbie","252","21"
"Joel","257","20"
"Maciej","257","20"
"Milo","257","20"
"Ashton","257","20"
"Cuan","257","20"
"Ian","262","19"
"Eamon","262","19"
"Troy","262","19"
"Euan","262","19"
"Davin","262","19"
"Xavier","262","19"
"Tymon","262","19"
"Toby","269","18"
"Conan","269","18"
"Harvey","269","18"
"Freddie","269","18"
"Caelan","269","18"
"Hubert","269","18"
"Krystian","269","18"
"Eryk","269","18"
"Konrad","269","18"
"Gary","278","17"
"Noel","278","17"
"Dan","278","17"
"Cole","278","17"
"Karol","278","17"
"Artur","278","17"
"Barry","284","16"
"Jordan","284","16"
"Victor","284","16"
"Ivan","284","16"
"Luka","284","16"
"Mohammad","284","16"
"Conal","284","16"
"Ruadhan","284","16"
"Johnny","284","16"
"Olan","284","16"
"Fabian","284","16"
"Damian","284","16"
"Felix","296","15"
"Elliott","296","15"
"Maxim","296","15"
"Albert","296","15"
"Levi","296","15"
"Shaun","301","14"
"Tiarnan","301","14"
"Padraic","301","14"
"Naoise","301","14"
"Brooklyn","301","14"
"Zak","301","14"
"Myles","301","14"
"Rocco","301","14"
"Devin","301","14"
"Leonardo","301","14"
"Malachy","301","14"
"Natan","301","14"
"Maxwell","301","14"
"Bartlomiej","301","14"
"Marcin","301","14"
"Olaf","301","14"
"Dominykas","301","14"
"Flynn","301","14"
"Fergus","301","14"
"Tymoteusz","301","14"
"Caiden","301","14"
"Damien","322","13"
"Jesse","322","13"
"Fintan","322","13"
"Mikey","322","13"
"Roan","322","13"
"Nikita","322","13"
"Sonny","322","13"
"Kealan","322","13"
"Kelvin","322","13"
"Frankie","322","13"
"Dion","322","13"
"Peadar","322","13"
"Jackson","322","13"
"Borys","322","13"
"Dorian","322","13"
"Iarlaith","322","13"
"Pierce","338","12"
"Enda","338","12"
"Eamonn","338","12"
"Travis","338","12"
"Raymond","338","12"
"Conn","338","12"
"Fionnan","338","12"
"Ultan","338","12"
"Graham","338","12"
"Bill","338","12"
"Caoimhin","338","12"
"Gregory","338","12"
"Nojus","338","12"
"Jaden","338","12"
"Kuba","338","12"
"Paraic","338","12"
"Shayne","354","11"
"Lochlann","354","11"
"Alexandru","354","11"
"Pawel","354","11"
"Warren","354","11"
"Jerry","354","11"
"Tim","354","11"
"Feidhlim","354","11"
"Turlough","354","11"
"Kaylem","354","11"
"Jimmy","354","11"
"Terry","354","11"
"Ajay","354","11"
"Daniels","354","11"
"Markus","354","11"
"Emmett","354","11"
"Faolan","354","11"
"Kaiden","354","11"
"Markas","354","11"
"Bernard","373","10"
"Bailey","373","10"
"Aran","373","10"
"Preston","373","10"
"Ferdia","373","10"
"Glenn","373","10"
"Laurence","373","10"
"Mohamed","373","10"
"Aron","373","10"
"Rossa","373","10"
"Daryl","373","10"
"Deividas","373","10"
"Eddie","373","10"
"Frederick","373","10"
"Hamza","373","10"
"Sean Og","373","10"
"Krzysztof","373","10"
"Robin","373","10"
"Trevor","373","10"
"Kenzie","373","10"
"Syed","373","10"
"Alvin","373","10"
"Kyran","373","10"
"Harley","373","10"
"Iarla","373","10"
"Ruan","373","10"
"Olly","373","10"
"Glen","400","9"
"Derek","400","9"
"Dermot","400","9"
"Fionan","400","9"
"Louie","400","9"
"Antonio","400","9"
"Ruaidhri","400","9"
"Andy","400","9"
"Lukasz","400","9"
"Rokas","400","9"
"Abdul","400","9"
"Dennis","400","9"
"Kaden","400","9"
"Leighton","400","9"
"Terence","400","9"
"Cain","400","9"
"Gabrielius","400","9"
"Kristian","400","9"
"Alfred","400","9"
"Milosz","400","9"
"Alec","400","9"
"Ksawery","400","9"
"Kenneth","422","8"
"Finlay","422","8"
"Jeremiah","422","8"
"Ibrahim","422","8"
"Jeremy","422","8"
"Erik","422","8"
"Ted","422","8"
"Devon","422","8"
"Maurice","422","8"
"Chris","422","8"
"Gareth","422","8"
"Rayan","422","8"
"Caden","422","8"
"Jeffrey","422","8"
"Byron","422","8"
"Cal","422","8"
"Matt","422","8"
"Armandas","422","8"
"Elias","422","8"
"Milan","422","8"
"Rafael","422","8"
"Ignas","422","8"
"Paidi","422","8"
"Rohan","422","8"
"Omar","422","8"
"Mantas","422","8"
"Pearse","448","7"
"Clayton","448","7"
"Wayne","448","7"
"Stefan","448","7"
"Marco","448","7"
"Fergal","448","7"
"Jim","448","7"
"Leigh","448","7"
"Pauric","448","7"
"Zachariah","448","7"
"Abel","448","7"
"Edwin","448","7"
"Ned","448","7"
"Tobias","448","7"
"Darius","448","7"
"Miguel","448","7"
"Roman","448","7"
"Casey","448","7"
"Jonas","448","7"
"Art","448","7"
"Jared","448","7"
"Matteo","448","7"
"Kalvin","448","7"
"Marek","448","7"
"Nataniel","448","7"
"Rio","448","7"
"Angelo","448","7"
"Aodan","448","7"
"Culainn","448","7"
"Dale","448","7"
"Julius","448","7"
"Kaylum","448","7"
"Alejandro","448","7"
"Cyprian","448","7"
"Eimantas","448","7"
"Elisei","448","7"
"Finley","448","7"
"Jamal","448","7"
"Carson","448","7"
"Gustas","448","7"
"Kirill","448","7"
"Nikolas","448","7"
"Ignacy","448","7"
"Kane","491","6"
"Prince","491","6"
"Diego","491","6"
"Andrei","491","6"
"Cory","491","6"
"Diarmaid","491","6"
"Kalem","491","6"
"Kornel","491","6"
"Stanislaw","491","6"
"Ahmad","491","6"
"Keane","491","6"
"Leonard","491","6"
"Ayaan","491","6"
"Domhnall","491","6"
"Drew","491","6"
"Raphael","491","6"
"Aleks","491","6"
"Amir","491","6"
"Arturs","491","6"
"Curtis","491","6"
"Divine","491","6"
"Erikas","491","6"
"Gracjan","491","6"
"Jaiden","491","6"
"Martynas","491","6"
"Nedas","491","6"
"Raul","491","6"
"Bruno","491","6"
"Dovydas","491","6"
"Ellis","491","6"
"Emanuel","491","6"
"Kajetan","491","6"
"Kevinas","491","6"
"Malik","491","6"
"Manus","491","6"
"Rion","491","6"
"Yusuf","491","6"
"Aronas","491","6"
"Bernie","491","6"
"Fiach","491","6"
"Finnian","491","6"
"Jasper","491","6"
"Jeff","491","6"
"Adomas","491","6"
"Arlo","491","6"
"Brodie","491","6"
"Bruce","491","6"
"Haris","491","6"
"Miles","491","6"
"Augustas","491","6"
"Emre","491","6"
"Mathew","542","5"
"Roy","542","5"
"Emil","542","5"
"Mike","542","5"
"Finian","542","5"
"Johnathan","542","5"
"Keegan","542","5"
"Seanan","542","5"
"Benas","542","5"
"Charley","542","5"
"Stuart","542","5"
"Arran","542","5"
"Carlos","542","5"
"Emilis","542","5"
"Keenan","542","5"
"Sami","542","5"
"Seosamh","542","5"
"Aedan","542","5"
"Airidas","542","5"
"Anton","542","5"
"Callan","542","5"
"Eimhin","542","5"
"Lawrence","542","5"
"Seth","542","5"
"Anas","542","5"
"Evin","542","5"
"Fearghal","542","5"
"Freddy","542","5"
"Isaiah","542","5"
"Jaydon","542","5"
"Joao","542","5"
"Johan","542","5"
"Keelin","542","5"
"Kyron","542","5"
"Lorenzo","542","5"
"Ralph","542","5"
"Adrians","542","5"
"Arminas","542","5"
"Barra","542","5"
"Carter","542","5"
"Culann","542","5"
"Darryl","542","5"
"Dexter","542","5"
"Fabio","542","5"
"Ioan","542","5"
"Jakob","542","5"
"Aden","542","5"
"Aodh","542","5"
"Denas","542","5"
"Domas","542","5"
"Edmond","542","5"
"Kody","542","5"
"Maximillian","542","5"
"Oliwer","542","5"
"Patrik","542","5"
"Romeo","542","5"
"Sebastien","542","5"
"Teddy","542","5"
"Aydin","542","5"
"Danielis","542","5"
"Danyl","542","5"
"Greg","542","5"
"Haider","542","5"
"Kaya","542","5"
"Lloyd","542","5"
"Mick","542","5"
"Mikie","542","5"
"Setanta","542","5"
"Titas","542","5"
"Desmond","611","4"
"Derry","611","4"
"Andre","611","4"
"Maksim","611","4"
"Saul","611","4"
"Alexandre","611","4"
"Gerry","611","4"
"Kilian","611","4"
"Cornelius","611","4"
"Cristian","611","4"
"Eugene","611","4"
"Yu","611","4"
"Arnas","611","4"
"Brion","611","4"
"Deon","611","4"
"Larry","611","4"
"Dane","611","4"
"Enoch","611","4"
"Kalum","611","4"
"Solomon","611","4"
"Tyrese","611","4"
"Wesley","611","4"
"Allan","611","4"
"Aryan","611","4"
"Christy","611","4"
"Cullen","611","4"
"Deimantas","611","4"
"Emils","611","4"
"Finan","611","4"
"Gordon","611","4"
"Marko","611","4"
"Nick","611","4"
"Pijus","611","4"
"Praise","611","4"
"Rioghan","611","4"
"Samson","611","4"
"Blazej","611","4"
"Caimin","611","4"
"Don","611","4"
"Eden","611","4"
"Edgaras","611","4"
"Jose","611","4"
"Lincoln","611","4"
"Lochlainn","611","4"
"Muiris","611","4"
"Sammy","611","4"
"Tajus","611","4"
"Timmy","611","4"
"Torin","611","4"
"Alastair","611","4"
"Aleksandr","611","4"
"Benedict","611","4"
"Brayan","611","4"
"Cooper","611","4"
"Danial","611","4"
"Dave","611","4"
"Davis","611","4"
"Dawson","611","4"
"Deniz","611","4"
"Garrett","611","4"
"Harris","611","4"
"Aarav","611","4"
"Brogan","611","4"
"Canice","611","4"
"Casper","611","4"
"Douglas","611","4"
"Geoffrey","611","4"
"Hector","611","4"
"Jokubas","611","4"
"Kasper","611","4"
"Lochlan","611","4"
"Macdara","611","4"
"Mayson","611","4"
"Mihail","611","4"
"Omer","611","4"
"Paudie","611","4"
"Ray","611","4"
"Rylan","611","4"
"Samir","611","4"
"Steve","611","4"
"Yousef","611","4"
"Cruz","611","4"
"Daniil","611","4"
"Edgars","611","4"
"Emilijus","611","4"
"Fredrick","611","4"
"Gustaw","611","4"
"Ibraheem","611","4"
"Ishaan","611","4"
"Israel","611","4"
"Kamal","611","4"
"Karlis","611","4"
"Kauan","611","4"
"Kingsley","611","4"
"Lenny","611","4"
"Mackenzie","611","4"
"Mahmoud","611","4"
"Mairtin","611","4"
"Marius","611","4"
"Martins","611","4"
"Nate","611","4"
"Nathen","611","4"
"Oren","611","4"
"Simonas","611","4"
"Teodor","611","4"
"Timur","611","4"
"Tristen","611","4"
"Yahya","611","4"
"Zachery","611","4"
"Mario","720","3"
"Abdullah","720","3"
"Markuss","720","3"
"Finnan","720","3"
"Luc","720","3"
"Theodore","720","3"
"Andreas","720","3"
"Se","720","3"
"Beau","720","3"
"Damon","720","3"
"Edmund","720","3"
"Maximus","720","3"
"Ricky","720","3"
"Thady","720","3"
"Danielius","720","3"
"Eduard","720","3"
"Feilim","720","3"
"Finbarr","720","3"
"Fred","720","3"
"Hassan","720","3"
"Jerome","720","3"
"Luis","720","3"
"Muhammed","720","3"
"Norbert","720","3"
"Phelim","720","3"
"Quinn","720","3"
"Roberts","720","3"
"Rui","720","3"
"Simeon","720","3"
"Taha","720","3"
"Taidgh","720","3"
"Tariq","720","3"
"Viktor","720","3"
"Wyatt","720","3"
"Allen","720","3"
"Andrej","720","3"
"Andrzej","720","3"
"Brayden","720","3"
"Ernest","720","3"
"Kade","720","3"
"Kiernan","720","3"
"Kris","720","3"
"Lachlan","720","3"
"Loic","720","3"
"Maksym","720","3"
"Orin","720","3"
"Paulius","720","3"
"Quin","720","3"
"Reese","720","3"
"Tyrone","720","3"
"Alexandr","720","3"
"Asher","720","3"
"Blaise","720","3"
"Cailean","720","3"
"Caine","720","3"
"Cianan","720","3"
"Dante","720","3"
"Dayne","720","3"
"Domantas","720","3"
"Faustas","720","3"
"Issac","720","3"
"Janis","720","3"
"Jessie","720","3"
"Abdulrahman","720","3"
"Abraham","720","3"
"Adas","720","3"
"Aengus","720","3"
"Ailbe","720","3"
"Alessio","720","3"
"Aston","720","3"
"Caomhan","720","3"
"Davy","720","3"
"Eduardo","720","3"
"Edvinas","720","3"
"Francie","720","3"
"Grzegorz","720","3"
"Hughie","720","3"
"Jace","720","3"
"Jai","720","3"
"Jaydan","720","3"
"Kristupas","720","3"
"Maison","720","3"
"Matej","720","3"
"Maxime","720","3"
"Mylo","720","3"
"Oskaras","720","3"
"Pat","720","3"
"Radoslaw","720","3"
"Ryley","720","3"
"Seanie","720","3"
"Seimi","720","3"
"Spencer","720","3"
"Youssef","720","3"
"Zain","720","3"
"Alif","720","3"
"Anes","720","3"
"Arijus","720","3"
"Azlan","720","3"
"Barnabas","720","3"
"Bastian","720","3"
"Breen","720","3"
"Caeden","720","3"
"Caelum","720","3"
"Chidubem","720","3"
"Conaill","720","3"
"Cori","720","3"
"Dariusz","720","3"
"Deacon","720","3"
"Deion","720","3"
"Deivids","720","3"
"Diyon","720","3"
"Domeniks","720","3"
"Donald","720","3"
"Dziugas","720","3"
"Eabhan","720","3"
"Edvin","720","3"
"Eshan","720","3"
"Fawaz","720","3"
"Finbar","720","3"
"Flinn","720","3"
"Floyd","720","3"
"Herkus","720","3"
"Iosua","720","3"
"Izaac","720","3"
"Javier","720","3"
"Jj","720","3"
"Jozef","720","3"
"Jules","720","3"
"Justas","720","3"
"Kristofers","720","3"
"Leandro","720","3"
"Liam Og","720","3"
"Lionel","720","3"
"Loughlin","720","3"
"Lucien","720","3"
"Marat","720","3"
"Marceli","720","3"
"Mattias","720","3"
"Mattie","720","3"
"Matvey","720","3"
"Michael Junior","720","3"
"Mirza","720","3"
"Nathanael","720","3"
"Nigel","720","3"
"Odin","720","3"
"Orestas","720","3"
"Orran","720","3"
"Pascal","720","3"
"Pete","720","3"
"Ralfs","720","3"
"Ronaldo","720","3"
"Ryszard","720","3"
"Sean Michael","720","3"
"Soren","720","3"
"Tadeusz","720","3"
"Tiarnach","720","3"
"Timotei","720","3"
"Tommylee","720","3"
"Tudor","720","3"
"Usman","720","3"
"Vlad","720","3"
"Vladimir","720","3"
"Willie","720","3"
"Yann","720","3"
"Yasin","720","3"
"Yasser","720","3"
"Yassin","720","3"
"Yousif","720","3"
"Yuri","720","3"
"Zakariya","720","3"
"Zeeshan","720","3"
"Zion","720","3"